,web-scraper-order,web-scraper-start-url,nama,caption,ulasan,ulasan_preprocessed,label,sentiment,score,ulasan_tokens,ulasan_tokens_fdist,ulasan_tokens_WSW,ulasan_tokens_stemmed
93,1680415691-94,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,dewikartini,Pemandangan yang Menakjubkan,perjalanan dari kota magelang ke kawasan wisata dieng ditempuh sekitar jam magelang temanggung wonosobo jalanannya agak sempit beberapa ruas rusak dan banyak tanjakan curam sebisa mungkin hindari jalur alternatif karena semakin memutar jauh di gerbang selamat datang dikenakan tarif parkir kendaraan jika dari papannya untuk mobil rp tetapi kami harus membayar rp petugas beralasan bahwa biayanya per orang dan kemudian ada diskon karena kami ber harusnya rp jadi rp karena tidak ingin berdebat dan berpikir kemungkinan hari raya idul fitri harganya mungkin beda tapi berasa kayak pungli di musim panas seperti bulan juli ini udaranya cukup sejuk tetapi perlu juga memakai topipayung karena terpaan sinar matahari yang agak menyengat kawasan ini memiliki pemandangan yang sangat menakjubkan perlu menyediakan waktu saat berada di wilayah borobudur magelang atau jogja jangan lupa membeli produk olahan buah ciraca khas dieng atau terong belandanya,"perjalanan kota magelang kawasan wisata dieng ditempuh 2,5-3 jam , magelang - temanggung - wonosobo . jalanannya sempit , rua rusak tanjakan curam . sebisa hindari jalur alternatif memutar . gerbang selamat dikenakan tarif parkir kendaraan , papannya , mobil rp . 10.000 , membayar rp . 50.000 , petuga beralasan biayanya orang diskon , ber 8 , rp.80.000 rp . 50.000. berdebat berpikir raya idul fitri , harganya beda ( berasa kayak pungli ) . musim pana juli , udaranya sejuk , memakai topi/payung terpaan sinar matahari menyengat . kawasan memiliki pemandangan menakjubkan . menyediakan wilayah borobudur/ magelang jogja . lupa memb produk olahan buah ciraca , kha dieng terong belandanya .",negative,"[{'label': 'negative', 'score': 0.9808229804039001}]",0.9808229804039,"['perjalanan', 'dari', 'kota', 'magelang', 'ke', 'kawasan', 'wisata', 'dieng', 'ditempuh', 'sekitar', 'jam', 'magelang', 'temanggung', 'wonosobo', 'jalanannya', 'agak', 'sempit', 'beberapa', 'ruas', 'rusak', 'dan', 'banyak', 'tanjakan', 'curam', 'sebisa', 'mungkin', 'hindari', 'jalur', 'alternatif', 'karena', 'semakin', 'memutar', 'jauh', 'di', 'gerbang', 'selamat', 'datang', 'dikenakan', 'tarif', 'parkir', 'kendaraan', 'jika', 'dari', 'papannya', 'untuk', 'mobil', 'rp', 'tetapi', 'kami', 'harus', 'membayar', 'rp', 'petugas', 'beralasan', 'bahwa', 'biayanya', 'per', 'orang', 'dan', 'kemudian', 'ada', 'diskon', 'karena', 'kami', 'ber', 'harusnya', 'rp', 'jadi', 'rp', 'karena', 'tidak', 'ingin', 'berdebat', 'dan', 'berpikir', 'kemungkinan', 'hari', 'raya', 'idul', 'fitri', 'harganya', 'mungkin', 'beda', 'tapi', 'berasa', 'kayak', 'pungli', 'di', 'musim', 'panas', 'seperti', 'bulan', 'juli', 'ini', 'udaranya', 'cukup', 'sejuk', 'tetapi', 'perlu', 'juga', 'memakai', 'topipayung', 'karena', 'terpaan', 'sinar', 'matahari', 'yang', 'agak', 'menyengat', 'kawasan', 'ini', 'memiliki', 'pemandangan', 'yang', 'sangat', 'menakjubkan', 'perlu', 'menyediakan', 'waktu', 'saat', 'berada', 'di', 'wilayah', 'borobudur', 'magelang', 'atau', 'jogja', 'jangan', 'lupa', 'membeli', 'produk', 'olahan', 'buah', 'ciraca', 'khas', 'dieng', 'atau', 'terong', 'belandanya']",<FreqDist with 116 samples and 139 outcomes>,"['perjalanan', 'kota', 'magelang', 'kawasan', 'wisata', 'dieng', 'ditempuh', 'jam', 'magelang', 'temanggung', 'wonosobo', 'jalanannya', 'sempit', 'ruas', 'rusak', 'tanjakan', 'curam', 'sebisa', 'hindari', 'jalur', 'alternatif', 'memutar', 'gerbang', 'selamat', 'dikenakan', 'tarif', 'parkir', 'kendaraan', 'papannya', 'mobil', 'rp', 'membayar', 'rp', 'petugas', 'beralasan', 'biayanya', 'orang', 'diskon', 'ber', 'rp', 'rp', 'berdebat', 'berpikir', 'raya', 'idul', 'fitri', 'harganya', 'beda', 'berasa', 'kayak', 'pungli', 'musim', 'panas', 'juli', 'udaranya', 'sejuk', 'memakai', 'topipayung', 'terpaan', 'sinar', 'matahari', 'menyengat', 'kawasan', 'memiliki', 'pemandangan', 'menakjubkan', 'menyediakan', 'wilayah', 'borobudur', 'magelang', 'jogja', 'lupa', 'membeli', 'produk', 'olahan', 'buah', 'ciraca', 'khas', 'dieng', 'terong', 'belandanya']","['jalan', 'kota', 'magelang', 'kawasan', 'wisata', 'dieng', 'tempuh', 'jam', 'magelang', 'tanggung', 'wonosobo', 'jalan', 'sempit', 'ruas', 'rusak', 'tanjak', 'curam', 'bisa', 'hindar', 'jalur', 'alternatif', 'putar', 'gerbang', 'selamat', 'kena', 'tarif', 'parkir', 'kendara', 'papan', 'mobil', 'rp', 'bayar', 'rp', 'tugas', 'alas', 'biaya', 'orang', 'diskon', 'ber', 'rp', 'rp', 'debat', 'pikir', 'raya', 'idul', 'fitri', 'harga', 'beda', 'asa', 'kayak', 'pungli', 'musim', 'panas', 'juli', 'udara', 'sejuk', 'pakai', 'topipayung', 'terpa', 'sinar', 'matahari', 'sengat', 'kawasan', 'milik', 'pandang', 'takjub', 'sedia', 'wilayah', 'borobudur', 'magelang', 'jogja', 'lupa', 'beli', 'produk', 'olah', 'buah', 'ciraca', 'khas', 'dieng', 'terong', 'belanda']"
94,1680415691-95,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Yusea K,Kunjungan kedua,walau hujan tetap mempesonakan candi arjuna di dieng plateu perjalanan yang lumayan memacu detak jantung karena selama perjalan disambut oleh hujan pemandangan yg menakjubkan,hujan mempesonakan candi arjuna dieng plateu . perjalanan lumayan memacu detak jantung perjalan disambut hujan . pemandangan yg menakjubkan .,negative,"[{'label': 'negative', 'score': 0.9136272072792053}]",0.9136272072792052,"['walau', 'hujan', 'tetap', 'mempesonakan', 'candi', 'arjuna', 'di', 'dieng', 'plateu', 'perjalanan', 'yang', 'lumayan', 'memacu', 'detak', 'jantung', 'karena', 'selama', 'perjalan', 'disambut', 'oleh', 'hujan', 'pemandangan', 'yg', 'menakjubkan']",<FreqDist with 23 samples and 24 outcomes>,"['hujan', 'mempesonakan', 'candi', 'arjuna', 'dieng', 'plateu', 'perjalanan', 'lumayan', 'memacu', 'detak', 'jantung', 'perjalan', 'disambut', 'hujan', 'pemandangan', 'menakjubkan']","['hujan', 'pesona', 'candi', 'arjuna', 'dieng', 'plateu', 'jalan', 'lumayan', 'pacu', 'detak', 'jantung', 'jalan', 'sambut', 'hujan', 'pandang', 'takjub']"
95,1680415691-96,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Gembel_Traveller,Kompleks candi Dieng,dataran tinggi dieng ini udaranya cukup dingin dan menyejukan selain itu yang paling menarik adalah kompleks candi candi yang berada di dieng yang banyak dan unik berbeda dengan candi pada umumnya selain itu ada juga kawah kawah yang mengandung asap belerang yang indah namun berhati hatilah pada saat menikmati kawah kawah ini,"dataran dieng udaranya dingin menyejukan . menarik komplek candi candi dieng unik , berbeda candi . kawah kawah mengandung asap belerang indah , berhati hatilah menikmati kawah kawah .",positive,"[{'label': 'positive', 'score': 0.9710421562194824}]",0.9710421562194824,"['dataran tinggi', 'dieng', 'ini', 'udaranya', 'cukup', 'dingin', 'dan', 'menyejukan', 'selain', 'itu', 'yang', 'paling', 'menarik', 'adalah', 'kompleks', 'candi', 'candi', 'yang', 'berada', 'di', 'dieng', 'yang', 'banyak', 'dan', 'unik', 'berbeda', 'dengan', 'candi', 'pada', 'umumnya', 'selain', 'itu', 'ada', 'juga', 'kawah', 'kawah', 'yang', 'mengandung', 'asap', 'belerang', 'yang', 'indah', 'namun', 'berhati', 'hatilah', 'pada', 'saat', 'menikmati', 'kawah', 'kawah', 'ini']",<FreqDist with 36 samples and 51 outcomes>,"['dataran tinggi', 'dieng', 'udaranya', 'dingin', 'menyejukan', 'menarik', 'kompleks', 'candi', 'candi', 'dieng', 'unik', 'berbeda', 'candi', 'kawah', 'kawah', 'mengandung', 'asap', 'belerang', 'indah', 'berhati', 'hatilah', 'menikmati', 'kawah', 'kawah']","['datar tinggi', 'dieng', 'udara', 'dingin', 'sejuk', 'tarik', 'kompleks', 'candi', 'candi', 'dieng', 'unik', 'beda', 'candi', 'kawah', 'kawah', 'kandung', 'asap', 'belerang', 'indah', 'hati', 'hati', 'nikmat', 'kawah', 'kawah']"
96,1680415691-97,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,laurential2016,Daerah unik bak negeri diatas awan,kota yang unik pabila hujan tiba cuaca malam hari agak gerah pabila siang panas malam hari luar biasa dingin seperti masuk lemari es banyak tempat wisatanya telaga warna batu ratapan angin sumur jolotundo candi arjuno dkk dieng theatre kawah sikidangdan masih banyak lagi,"kota unik , pabila hujan cuaca malam gerah , pabila siang pana , malam dingin masuk lemari es . wisatanya , telaga warna , batu ratapan angin , sumur jolotundo , candi arjuno dkk , dieng theatr , kawah sikidangdan",negative,"[{'label': 'negative', 'score': 0.9644811153411865}]",0.9644811153411864,"['kota', 'yang', 'unik', 'pabila', 'hujan', 'tiba', 'cuaca', 'malam', 'hari', 'agak', 'gerah', 'pabila', 'siang', 'panas', 'malam', 'hari', 'luar', 'biasa', 'dingin', 'seperti', 'masuk', 'lemari', 'es', 'banyak', 'tempat', 'wisatanya', 'telaga', 'warna', 'batu', 'ratapan', 'angin', 'sumur', 'jolotundo', 'candi', 'arjuno', 'dkk', 'dieng', 'theatre', 'kawah', 'sikidangdan', 'masih', 'banyak', 'lagi']",<FreqDist with 39 samples and 43 outcomes>,"['kota', 'unik', 'pabila', 'hujan', 'cuaca', 'malam', 'gerah', 'pabila', 'siang', 'panas', 'malam', 'dingin', 'masuk', 'lemari', 'es', 'wisatanya', 'telaga', 'warna', 'batu', 'ratapan', 'angin', 'sumur', 'jolotundo', 'candi', 'arjuno', 'dkk', 'dieng', 'theatre', 'kawah', 'sikidangdan']","['kota', 'unik', 'pabila', 'hujan', 'cuaca', 'malam', 'gerah', 'pabila', 'siang', 'panas', 'malam', 'dingin', 'masuk', 'lemari', 'es', 'wisata', 'telaga', 'warna', 'batu', 'ratap', 'angin', 'sumur', 'jolotundo', 'candi', 'arjuno', 'dkk', 'dieng', 'theatre', 'kawah', 'sikidangdan']"
97,1680415691-98,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Sutiono,Dataran tinggi dengan candi-candi Hindu,di sini dapat menyaksikan candicandi hindu dengan letak yang tidak terlalu berjauhan satu sama lain selain itu juga terdapat sumber belerang dimana harus berhatihati terhadap asapnya yang mematikan,"menyaksikan candi-candi hindu letak berjauhan . sumber belerang , dimana berhati-hati asapnya mematikan .",negative,"[{'label': 'negative', 'score': 0.9621284008026123}]",0.9621284008026124,"['di', 'sini', 'dapat', 'menyaksikan', 'candicandi', 'hindu', 'dengan', 'letak', 'yang', 'tidak', 'terlalu', 'berjauhan', 'satu', 'sama', 'lain', 'selain', 'itu', 'juga', 'terdapat', 'sumber', 'belerang', 'dimana', 'harus', 'berhatihati', 'terhadap', 'asapnya', 'yang', 'mematikan']",<FreqDist with 27 samples and 28 outcomes>,"['menyaksikan', 'candicandi', 'hindu', 'letak', 'berjauhan', 'sumber', 'belerang', 'dimana', 'berhatihati', 'asapnya', 'mematikan']","['saksi', 'candicandi', 'hindu', 'letak', 'jauh', 'sumber', 'belerang', 'mana', 'berhatihati', 'asap', 'mati']"
98,1680415691-99,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Kocepgacul,Karunia Indah sang pencipta,berawal dari hanya mendengar cerita dan browsing di internet tentang keindahan dieng akhirnya ada kesempatan juga ngerasain sendiri udara sejuk dan indahnya panorama alam dataran tinggi dieng tapi sayang datangnya ga bisa pas dengan acara festival dan upacara tradisi gunting rambut suku anak gimbal pasti lebih seru,"mendengar cerita browsing2 internet keindahan dieng , kesempatan ngerasain udara sejuk indahnya panorama alam dataran dieng . sayang datangnya ga pa acara festiv upacara tradisi gunt rambut suku anak gimbal seru .",negative,"[{'label': 'negative', 'score': 0.9332781434059143}]",0.9332781434059144,"['berawal', 'dari', 'hanya', 'mendengar', 'cerita', 'dan', 'browsing', 'di', 'internet', 'tentang', 'keindahan', 'dieng', 'akhirnya', 'ada', 'kesempatan', 'juga', 'ngerasain', 'sendiri', 'udara', 'sejuk', 'dan', 'indahnya', 'panorama', 'alam', 'dataran tinggi', 'dieng', 'tapi', 'sayang', 'datangnya', 'ga', 'bisa', 'pas', 'dengan', 'acara', 'festival', 'dan', 'upacara', 'tradisi', 'gunting', 'rambut', 'suku', 'anak', 'gimbal', 'pasti', 'lebih', 'seru']",<FreqDist with 43 samples and 46 outcomes>,"['mendengar', 'cerita', 'browsing', 'internet', 'keindahan', 'dieng', 'kesempatan', 'ngerasain', 'udara', 'sejuk', 'indahnya', 'panorama', 'alam', 'dataran tinggi', 'dieng', 'sayang', 'datangnya', 'pas', 'acara', 'festival', 'upacara', 'tradisi', 'gunting', 'rambut', 'suku', 'anak', 'gimbal', 'seru']","['dengar', 'cerita', 'browsing', 'internet', 'indah', 'dieng', 'sempat', 'ngerasain', 'udara', 'sejuk', 'indah', 'panorama', 'alam', 'datar tinggi', 'dieng', 'sayang', 'datang', 'pas', 'acara', 'festival', 'upacara', 'tradisi', 'gunting', 'rambut', 'suku', 'anak', 'gimbal', 'seru']"
99,1680415691-100,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Jesslyn W,Amazing God,sudah lama ingin ke tempat ini selalu ada saja halangan pas di bulan may ini ad libur long weekend langsung buat plan ke tempat ini sungguh sangat luar biasa ciptaan tuhan perjalan panjang yg di tempuh dgn bus memakan waktu jam dari jakarta tetapi terbayarkan dengan pemandangan di sana sunrise yang sunggu luar biasa walaupun untuk mendaki kesana perjuangan banget karena banyak sekali orang yang ingin kesana jadi harus bergantian dan antri untuk naik bukit sikunir sampai atas pun sudah penuh orang padahal kami naik kesana sudah berangkat dari jam subuh pas matahari terbit sungguh sangat kagum dan merinding sungguh luar biasa hasil karya tuhan memberikan indonesia yang kaya akan tempattempat indah amazing god,", halangan , pa may ad libur long weekend , langsung plan , sungguh ciptaan tuhan , perjalan yg tempuh dgn bu memakan 18 jam jakarta , terbayarkan pemandangan , sunris sunggu , mendaki kesana perjuangan banget orang kesana bergantian antri bukit sikunir penuh orang kesana berangkat jam 3 subuh . pa matahari terbit sungguh kagum merind sungguh hasil karya tuhan indonesia kaya tempat-tempat indah .. amaz god",positive,"[{'label': 'positive', 'score': 0.991905927658081}]",0.991905927658081,"['sudah', 'lama', 'ingin', 'ke', 'tempat', 'ini', 'selalu', 'ada', 'saja', 'halangan', 'pas', 'di', 'bulan', 'may', 'ini', 'ad', 'libur', 'long', 'weekend', 'langsung', 'buat', 'plan', 'ke', 'tempat', 'ini', 'sungguh', 'sangat', 'luar', 'biasa', 'ciptaan', 'tuhan', 'perjalan', 'panjang', 'yg', 'di', 'tempuh', 'dgn', 'bus', 'memakan', 'waktu', 'jam', 'dari', 'jakarta', 'tetapi', 'terbayarkan', 'dengan', 'pemandangan', 'di', 'sana', 'sunrise', 'yang', 'sunggu', 'luar', 'biasa', 'walaupun', 'untuk', 'mendaki', 'kesana', 'perjuangan', 'banget', 'karena', 'banyak', 'sekali', 'orang', 'yang', 'ingin', 'kesana', 'jadi', 'harus', 'bergantian', 'dan', 'antri', 'untuk', 'naik', 'bukit', 'sikunir', 'sampai', 'atas', 'pun', 'sudah', 'penuh', 'orang', 'padahal', 'kami', 'naik', 'kesana', 'sudah', 'berangkat', 'dari', 'jam', 'subuh', 'pas', 'matahari', 'terbit', 'sungguh', 'sangat', 'kagum', 'dan', 'merinding', 'sungguh', 'luar', 'biasa', 'hasil', 'karya', 'tuhan', 'memberikan', 'indonesia', 'yang', 'kaya', 'akan', 'tempattempat', 'indah', 'amazing', 'god']",<FreqDist with 86 samples and 114 outcomes>,"['halangan', 'pas', 'may', 'ad', 'libur', 'long', 'weekend', 'langsung', 'plan', 'sungguh', 'ciptaan', 'tuhan', 'perjalan', 'tempuh', 'bus', 'memakan', 'jam', 'jakarta', 'terbayarkan', 'pemandangan', 'sunrise', 'sunggu', 'mendaki', 'kesana', 'perjuangan', 'banget', 'orang', 'kesana', 'bergantian', 'antri', 'bukit', 'sikunir', 'penuh', 'orang', 'kesana', 'berangkat', 'jam', 'subuh', 'pas', 'matahari', 'terbit', 'sungguh', 'kagum', 'merinding', 'sungguh', 'hasil', 'karya', 'tuhan', 'indonesia', 'kaya', 'tempattempat', 'indah', 'amazing', 'god']","['halang', 'pas', 'may', 'ad', 'libur', 'long', 'weekend', 'langsung', 'plan', 'sungguh', 'cipta', 'tuhan', 'jalan', 'tempuh', 'bus', 'makan', 'jam', 'jakarta', 'bayar', 'pandang', 'sunrise', 'sunggu', 'daki', 'kesana', 'juang', 'banget', 'orang', 'kesana', 'ganti', 'antri', 'bukit', 'sikunir', 'penuh', 'orang', 'kesana', 'berangkat', 'jam', 'subuh', 'pas', 'matahari', 'terbit', 'sungguh', 'kagum', 'merinding', 'sungguh', 'hasil', 'karya', 'tuhan', 'indonesia', 'kaya', 'tempattempat', 'indah', 'amazing', 'god']"
100,1680415691-101,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Novita21,Sejuk dan Tenang,daerah dieng merupakan daerah dataran tinggi yang dikelilingi beberapa gunung udara di sini sangat sejuk dan segar suasana desa yang nyaman dan menenangkan sangat baik untuk menghilangkan penat sejenak dari berbagai macam rutinitas,daerah dieng daerah dataran dikelilingi gunung . udara sejuk segar . suasana desa nyaman menenangkan . menghilangkan penat rutinita .,positive,"[{'label': 'positive', 'score': 0.7877559065818787}]",0.7877559065818787,"['daerah', 'dieng', 'merupakan', 'daerah', 'dataran tinggi', 'yang', 'dikelilingi', 'beberapa', 'gunung', 'udara', 'di', 'sini', 'sangat', 'sejuk', 'dan', 'segar', 'suasana', 'desa', 'yang', 'nyaman', 'dan', 'menenangkan', 'sangat', 'baik', 'untuk', 'menghilangkan', 'penat', 'sejenak', 'dari', 'berbagai', 'macam', 'rutinitas']",<FreqDist with 28 samples and 32 outcomes>,"['daerah', 'dieng', 'daerah', 'dataran tinggi', 'dikelilingi', 'gunung', 'udara', 'sejuk', 'segar', 'suasana', 'desa', 'nyaman', 'menenangkan', 'menghilangkan', 'penat', 'rutinitas']","['daerah', 'dieng', 'daerah', 'datar tinggi', 'keliling', 'gunung', 'udara', 'sejuk', 'segar', 'suasana', 'desa', 'nyaman', 'tenang', 'hilang', 'penat', 'rutinitas']"
101,1680415691-102,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,michabreh,Dingin dan ngangenin,kalau mau membuat kenangan indah bs dikatakan di sini lah tempatnya eitsjangan lupa siapkan baju hangat dan mulai penjelajahan di pagi hari kamu akan merasakan sensasi khas dieng yang meskipun dingin menentramkan,"kenangan indah , bs tempatnya .. eit .. lupa siapkan baju hangat penjelajahan pagi .. merasakan sensasi kha dieng dingin , menentramkan .",negative,"[{'label': 'negative', 'score': 0.7065266370773315}]",0.7065266370773315,"['kalau', 'mau', 'membuat', 'kenangan', 'indah', 'bs', 'dikatakan', 'di', 'sini', 'lah', 'tempatnya', 'eitsjangan', 'lupa', 'siapkan', 'baju', 'hangat', 'dan', 'mulai', 'penjelajahan', 'di', 'pagi', 'hari', 'kamu', 'akan', 'merasakan', 'sensasi', 'khas', 'dieng', 'yang', 'meskipun', 'dingin', 'menentramkan']",<FreqDist with 31 samples and 32 outcomes>,"['kenangan', 'indah', 'bs', 'tempatnya', 'eitsjangan', 'lupa', 'siapkan', 'baju', 'hangat', 'penjelajahan', 'pagi', 'merasakan', 'sensasi', 'khas', 'dieng', 'dingin', 'menentramkan']","['kenang', 'indah', 'bs', 'tempat', 'eitsjangan', 'lupa', 'siap', 'baju', 'hangat', 'jelajah', 'pagi', 'rasa', 'sensasi', 'khas', 'dieng', 'dingin', 'menentramkan']"
102,1680415691-103,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,d2elysa,Kota wisata yang bikin rindu,suasana disini benarbenar masih alami dikeliling dengan perbukitan dan pegunungan hawanya sangat dingin apalagi mendekati subuh saya menggunakan lapis pakaian dengan bahan polar saja masih terasa dinginnya tiket wisata dieng tergolong relatif murah cobain juga buah khas dieng yang terkenal ahhh rindu kesana lagi yah,"suasana benar-benar alami , dikelil perbukitan pegunungan . hawanya dingin mendekati subuh , 3 lapi pakaian bahan polar dinginnya . tiket wisata dieng tergolong relatif murah , cobain buah kha dieng terken . ahhh rindu kesana yah",negative,"[{'label': 'negative', 'score': 0.9728425145149231}]",0.9728425145149232,"['suasana', 'disini', 'benarbenar', 'masih', 'alami', 'dikeliling', 'dengan', 'perbukitan', 'dan', 'pegunungan', 'hawanya', 'sangat', 'dingin', 'apalagi', 'mendekati', 'subuh', 'saya', 'menggunakan', 'lapis', 'pakaian', 'dengan', 'bahan', 'polar', 'saja', 'masih', 'terasa', 'dinginnya', 'tiket', 'wisata', 'dieng', 'tergolong', 'relatif', 'murah', 'cobain', 'juga', 'buah', 'khas', 'dieng', 'yang', 'terkenal', 'ahhh', 'rindu', 'kesana', 'lagi', 'yah']",<FreqDist with 42 samples and 45 outcomes>,"['suasana', 'benarbenar', 'alami', 'dikeliling', 'perbukitan', 'pegunungan', 'hawanya', 'dingin', 'mendekati', 'subuh', 'lapis', 'pakaian', 'bahan', 'polar', 'dinginnya', 'tiket', 'wisata', 'dieng', 'tergolong', 'relatif', 'murah', 'cobain', 'buah', 'khas', 'dieng', 'terkenal', 'ahhh', 'rindu', 'kesana']","['suasana', 'benarbenar', 'alami', 'keliling', 'bukit', 'gunung', 'hawa', 'dingin', 'dekat', 'subuh', 'lapis', 'pakai', 'bahan', 'polar', 'dingin', 'tiket', 'wisata', 'dieng', 'golong', 'relatif', 'murah', 'cobain', 'buah', 'khas', 'dieng', 'kenal', 'ahhh', 'rindu', 'kesana']"
103,1680415691-104,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,RirinCen,Hawa yg sejuk!,apa yang paling aku suka dari dataran dieng tidak lain adalah hawanya ga mau kluar dari selimut enak buat tidur tapi sangat rugi kalau hanya untuk idur saja dieng banyak kawasan yang bisa kamu eksplor kawasan dieng terkenal dengan hasil pertanian dan agrowisata nya yang menarik jika ke dieng jangan lupa mencari carica makanan khas dieng dibuat dari buah,"suka dataran dieng ... hawanya . ga kluar selimut , enak tidur . rugi idur , dieng kawasan eksplor . kawasan dieng terken hasil pertanian agrowisata nya menarik . dieng lupa mencari `` carica '' , makanan kha dieng . buah .",negative,"[{'label': 'negative', 'score': 0.9587731957435608}]",0.9587731957435608,"['apa', 'yang', 'paling', 'aku', 'suka', 'dari', 'dataran', 'dieng', 'tidak', 'lain', 'adalah', 'hawanya', 'ga', 'mau', 'kluar', 'dari', 'selimut', 'enak', 'buat', 'tidur', 'tapi', 'sangat', 'rugi', 'kalau', 'hanya', 'untuk', 'idur', 'saja', 'dieng', 'banyak', 'kawasan', 'yang', 'bisa', 'kamu', 'eksplor', 'kawasan', 'dieng', 'terkenal', 'dengan', 'hasil', 'pertanian', 'dan', 'agrowisata', 'nya', 'yang', 'menarik', 'jika', 'ke', 'dieng', 'jangan', 'lupa', 'mencari', 'carica', 'makanan', 'khas', 'dieng', 'dibuat', 'dari', 'buah']",<FreqDist with 50 samples and 59 outcomes>,"['suka', 'dataran', 'dieng', 'hawanya', 'kluar', 'selimut', 'enak', 'tidur', 'rugi', 'idur', 'dieng', 'kawasan', 'eksplor', 'kawasan', 'dieng', 'terkenal', 'hasil', 'pertanian', 'agrowisata', 'menarik', 'dieng', 'lupa', 'mencari', 'carica', 'makanan', 'khas', 'dieng', 'buah']","['suka', 'datar', 'dieng', 'hawa', 'kluar', 'selimut', 'enak', 'tidur', 'rugi', 'idur', 'dieng', 'kawasan', 'eksplor', 'kawasan', 'dieng', 'kenal', 'hasil', 'tani', 'agrowisata', 'tarik', 'dieng', 'lupa', 'cari', 'carica', 'makan', 'khas', 'dieng', 'buah']"
104,1680415691-105,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,shenindie,Negeri di Atas Awan,udara dieng yang sejuk membuat siapa saja betah untuk berlamalama di sana sambil menikmati pemandangan yang indah gugusan lahan pertanian yang hijau nampak mempesona ada wisata candi kawah danau bahkan waterpark air panas kebudayaan yang unik terutama tentang anak rambut gimbal membuat siapa saja penasaran untuk berkunjung ke dieng,"udara dieng sejuk betah berlama-lama menikmati pemandangan indah . gugusan lahan pertanian hijau nampak mempesona . wisata candi , kawah , danau , waterpark air pana . kebudayaan unik anak rambut gimbal penasaran berkunjung dieng .",positive,"[{'label': 'positive', 'score': 0.9615366458892822}]",0.9615366458892822,"['udara', 'dieng', 'yang', 'sejuk', 'membuat', 'siapa', 'saja', 'betah', 'untuk', 'berlamalama', 'di', 'sana', 'sambil', 'menikmati', 'pemandangan', 'yang', 'indah', 'gugusan', 'lahan', 'pertanian', 'yang', 'hijau', 'nampak', 'mempesona', 'ada', 'wisata', 'candi', 'kawah', 'danau', 'bahkan', 'waterpark', 'air', 'panas', 'kebudayaan', 'yang', 'unik', 'terutama', 'tentang', 'anak', 'rambut', 'gimbal', 'membuat', 'siapa', 'saja', 'penasaran', 'untuk', 'berkunjung', 'ke', 'dieng']",<FreqDist with 41 samples and 49 outcomes>,"['udara', 'dieng', 'sejuk', 'betah', 'berlamalama', 'menikmati', 'pemandangan', 'indah', 'gugusan', 'lahan', 'pertanian', 'hijau', 'nampak', 'mempesona', 'wisata', 'candi', 'kawah', 'danau', 'waterpark', 'air', 'panas', 'kebudayaan', 'unik', 'anak', 'rambut', 'gimbal', 'penasaran', 'berkunjung', 'dieng']","['udara', 'dieng', 'sejuk', 'betah', 'berlamalama', 'nikmat', 'pandang', 'indah', 'gugus', 'lahan', 'tani', 'hijau', 'nampak', 'pesona', 'wisata', 'candi', 'kawah', 'danau', 'waterpark', 'air', 'panas', 'budaya', 'unik', 'anak', 'rambut', 'gimbal', 'penasaran', 'kunjung', 'dieng']"
